Date_Time_1,envirolightlux_2,envirotemp_2,envirorh_2,envirooccupancy_2,envirosound_2,vo2_1,vo2_2,vo2_3,vo2_4,vo2_5,vo2_6,vo2_7,vo2_8,vo2_9,vo2_10,vo2_11,vo2_12,vo2_13,vo2_14,vo2_15,vo2_16,vco2_1,vco2_2,vco2_3,vco2_4,vco2_5,vco2_6,vco2_7,vco2_8,vco2_9,vco2_10,vco2_11,vco2_12,vco2_13,vco2_14,vco2_15,vco2_16,vh2o_1,vh2o_2,vh2o_3,vh2o_4,vh2o_5,vh2o_6,vh2o_7,vh2o_8,vh2o_9,vh2o_10,vh2o_11,vh2o_12,vh2o_13,vh2o_14,vh2o_15,vh2o_16,kcal_hr_1,kcal_hr_2,kcal_hr_3,kcal_hr_4,kcal_hr_5,kcal_hr_6,kcal_hr_7,kcal_hr_8,kcal_hr_9,kcal_hr_10,kcal_hr_11,kcal_hr_12,kcal_hr_13,kcal_hr_14,kcal_hr_15,kcal_hr_16,rq_1,rq_2,rq_3,rq_4,rq_5,rq_6,rq_7,rq_8,rq_9,rq_10,rq_11,rq_12,rq_13,rq_14,rq_15,rq_16,foodupa_1,foodupa_2,foodupa_3,foodupa_4,foodupa_5,foodupa_6,foodupa_7,foodupa_8,foodupa_9,foodupa_10,foodupa_11,foodupa_12,foodupa_13,foodupa_14,foodupa_15,foodupa_16,waterupa_1,waterupa_2,waterupa_3,waterupa_4,waterupa_5,waterupa_6,waterupa_7,waterupa_8,waterupa_9,waterupa_10,waterupa_11,waterupa_12,waterupa_13,waterupa_14,waterupa_15,waterupa_16,bodymass_1,bodymass_2,bodymass_3,bodymass_4,bodymass_5,bodymass_6,bodymass_7,bodymass_8,bodymass_9,bodymass_10,bodymass_11,bodymass_12,bodymass_13,bodymass_14,bodymass_15,bodymass_16,xbreak_1,xbreak_2,xbreak_3,xbreak_4,xbreak_5,xbreak_6,xbreak_7,xbreak_8,xbreak_9,xbreak_10,xbreak_11,xbreak_12,xbreak_13,xbreak_14,xbreak_15,xbreak_16,ybreak_1,ybreak_2,ybreak_3,ybreak_4,ybreak_5,ybreak_6,ybreak_7,ybreak_8,ybreak_9,ybreak_10,ybreak_11,ybreak_12,ybreak_13,ybreak_14,ybreak_15,ybreak_16,pedmeters_1,pedmeters_2,pedmeters_3,pedmeters_4,pedmeters_5,pedmeters_6,pedmeters_7,pedmeters_8,pedmeters_9,pedmeters_10,pedmeters_11,pedmeters_12,pedmeters_13,pedmeters_14,pedmeters_15,pedmeters_16,allmeters_1,allmeters_2,allmeters_3,allmeters_4,allmeters_5,allmeters_6,allmeters_7,allmeters_8,allmeters_9,allmeters_10,allmeters_11,allmeters_12,allmeters_13,allmeters_14,allmeters_15,allmeters_16,wheelmeters_1,wheelmeters_2,wheelmeters_3,wheelmeters_4,wheelmeters_5,wheelmeters_6,wheelmeters_7,wheelmeters_8,wheelmeters_9,wheelmeters_10,wheelmeters_11,wheelmeters_12,wheelmeters_13,wheelmeters_14,wheelmeters_15,wheelmeters_16
11/11/2021 09:42:00,0,0,0,0,0,0.9963491,1.207808,1.045159,1.457305,1.129412,1.6391,1.181125,0.9603854,1.383883,1.178623,1.037304,1.079575,1.35793,1.480742,1.186582,0.8596023,0.8572754,1.198,1.041857,1.3899,1.156918,1.652656,1.209788,0.8922949,1.308351,1.195835,1.011848,1.072318,1.332772,1.490294,1.192282,0.8475611,0.1038372,0.1235573,0.1238821,0.1600718,0.1005203,0.1878528,0.1533211,0.1668767,0.1150089,0.1550095,0.1366168,0.186225,0.1748891,0.1964647,0.1581558,0.1226042,0.2924855,0.3650976,0.316276,0.436828,0.3438338,0.4972518,0.3595703,0.2863054,0.4140551,0.3580527,0.3124271,0.3264354,0.4095388,0.4490321,0.3596989,0.2595057,0.8608413,0.9934272,0.9982064,0.9540438,1.029813,1.008491,1.030463,0.9299297,0.9432797,1.017166,0.9783146,0.9937686,0.9823053,1.007251,1.0048,0.9858497,0,0,0,0.07757042,0.04678216,0.09611093,0.07128393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304771,0.2033375,0.2026455,0,0.03829802,0.008012426,0,0,0.1033184,0,0,0,20.60483,20.91638,20.62074,21.83676,17.46314,21.19312,20.08586,18.72479,20.78749,17.93626,20.51587,20.02992,20.24574,21.96159,20.93175,18.53448,53,1,86,38,33,299,453,0,483,52,0,0,357,97,0,0,62,3,26,81,47,419,542,0,520,30,0,0,338,142,2,0,0.3225785,0.1025792,0.005858333,0.357054,0.1291727,3.50341,2.395676,0,3.114295,0.00209797,0,0,1.878176,1.172484,0.05112291,0,0.5187519,0.1151875,0.2272646,0.4856642,0.1638334,4.019156,3.137405,0,4.037808,0.07044141,0,0,2.714463,1.604679,0.05647916,0,0,0,0,0,0,18.79865,0.293174,0,0.574308,0,0,0,0,0,0,0
11/11/2021 10:02:00,0,0,0,0,0,1.106883,0.9794286,1.073434,1.230998,1.186297,1.728944,1.009724,1.361171,1.098499,1.307302,1.049711,1.134114,1.030067,1.280819,1.132234,0.8655562,0.9448758,0.9681268,1.042615,1.170556,1.169274,1.680635,1.002836,1.182534,1.060995,1.315382,1.04754,1.108781,1.01975,1.25509,1.122174,0.870874,0.159776,0.1822511,0.1921091,0.2315446,0.172455,0.248769,0.2157361,0.2416947,0.1600341,0.2350062,0.2072042,0.2598651,0.2503994,0.2721319,0.2220081,0.1849353,0.3244355,0.2958406,0.3230121,0.3687598,0.3581048,0.520353,0.3053076,0.4003355,0.3301588,0.3964134,0.3177294,0.3417512,0.3112402,0.3861502,0.3421955,0.2624606,0.8532148,0.9888451,0.9714324,0.9517577,0.9858096,0.9718214,0.9937415,0.8703161,0.965991,1.007326,0.9979781,0.9780331,0.9917072,0.9802441,0.991375,1.007085,0,0,0,0.1726984,0.146576,0.4377879,0.08947775,0.1068723,0,0,0,0,0,0,0,0,0,0,0,0,0.1859942,0.3088682,0.3139035,0,0.07577515,0.05990599,0,0,0.1399535,0,0,0,20.60483,20.91638,20.62074,21.80397,17.51635,21.45552,20.08586,18.83735,20.78749,17.93626,20.51587,20.02992,20.24799,21.89907,20.93175,18.53448,47,0,98,0,32,325,133,128,11,257,0,0,11,0,0,0,62,0,82,0,53,432,74,257,37,178,0,0,10,0,0,0,0.525471,0.1425,0.2471927,0.7377748,0.7845657,8.476256,4.919466,0.6971328,4.992497,0.144632,0,0,2.64265,1.312447,0.0675,0,0.9868073,0.1625,0.8402327,0.9902112,0.9510163,9.881984,7.145644,0.8926427,6.634222,0.9551412,0,0,4.138604,1.772375,0.075,0,0,0,0,0,0,48.61271,0.7224,0,1.0836,0,0,0,0,0,0,0
11/11/2021 10:22:00,0,0,0,0,0,1.041116,1.274918,1.073778,1.21104,1.392959,1.870709,0.9047634,1.564595,1.033318,1.200469,1.046269,1.279144,1.075471,1.322167,1.186164,1.221733,0.8719584,1.254334,1.070456,1.156074,1.365452,1.830867,0.8942073,1.43245,0.9935114,1.175244,1.017225,1.247108,1.063162,1.26371,1.150374,1.196348,0.162332,0.1933683,0.1998331,0.2391387,0.1860564,0.2798204,0.2242714,0.2822056,0.1703246,0.2471771,0.2138349,0.2829409,0.2647645,0.2823474,0.2348393,0.2082148,0.3040453,0.3847047,0.3249409,0.3630795,0.4199906,0.5638442,0.2732799,0.4650216,0.3102679,0.3618521,0.3149039,0.3852246,0.3248574,0.3964993,0.3568192,0.3682807,0.8382495,0.9849946,0.9963367,0.9543587,0.9787835,0.9793594,0.9895089,0.914495,0.9613456,0.9753637,0.972632,0.9753439,0.99022,0.9558733,0.9704022,0.980603,0,0.09178922,0.1060035,0.1726984,0.1481892,0.4653706,0.08947775,0.6750998,0,0,0,0.05415579,0,0,0,0.06140532,0,0,0,0,0.4623435,0.514669,0.3139035,0.02325954,0.07577515,0.0610294,0,0.05033093,0.1399535,0,0,0,20.60483,20.73709,20.62074,21.75928,18.14326,21.49401,20.08586,19.08296,20.78749,17.93626,20.51587,20.11647,20.25027,21.8479,20.93175,18.56759,29,230,47,0,373,396,38,412,12,139,0,36,54,0,0,64,29,275,75,0,411,411,9,497,15,90,0,126,35,0,0,106,0.5448228,0.9835876,0.6765254,0.7377748,3.139381,14.26825,4.923169,4.646612,4.992497,0.5215234,0,0.2588644,2.783478,1.312447,0.0675,0.3779792,1.229989,1.222465,1.567289,0.9902112,3.823645,16.7918,7.384787,5.815416,6.715725,2.621634,0,0.4155194,4.489202,1.772375,0.075,0.5299839,0,0.02709,0,0,2.322215,103.0579,0.7224,0,1.0836,0,0,0,0,0,0,0
11/11/2021 10:42:00,0,0,0,0,0,1.089825,1.455566,1.462064,1.383583,1.344625,1.686086,1.016098,1.411624,1.036344,1.091588,1.132411,1.484398,1.19827,1.225251,1.288527,0.9801078,0.9273095,1.432534,1.464427,1.346468,1.299187,1.652353,0.9847291,1.293227,1.018137,1.089864,1.102641,1.470068,1.216528,1.217507,1.296402,1.000549,0.1895138,0.2281378,0.2439061,0.2758223,0.2306108,0.3191943,0.2554693,0.3448519,0.1961932,0.2778139,0.2520802,0.338725,0.3155535,0.3246404,0.2753491,0.244949,0.3192362,0.4392461,0.4428991,0.4165136,0.4041641,0.508342,0.3056131,0.4196111,0.3126175,0.3304403,0.3409412,0.4485544,0.3640717,0.3705167,0.3907144,0.2981527,0.8511281,0.9839987,1.002498,0.9725832,0.9656477,0.9798141,0.9699908,0.9157484,0.9834954,0.9968663,0.9759815,0.9905302,1.015142,0.9945392,1.006034,1.021706,0,0.3287975,0.9397026,0.1726984,0.1913895,0.4943626,0.09528768,0.7229964,0,0,0.01612102,0.1824692,0,0,0.04035614,0.2551644,0,0,0.1493911,0.04354192,0.6676328,0.6998686,0.3391896,0.08459067,0.07577515,0.06106564,0,0.3120304,0.1442073,0,3.194355e-05,0,20.60483,21.15134,20.09059,21.781,17.82746,21.85215,20.08586,19.33283,20.78749,17.93626,20.43297,20.20166,20.25255,21.79673,20.93175,18.70691,73,219,641,46,371,433,247,240,38,76,30,325,92,0,164,13,51,277,617,62,418,371,153,285,35,19,75,460,66,0,259,48,0.5538123,4.003112,4.116453,0.9256631,9.693881,18.6921,5.152363,10.82002,5.002272,0.5340992,0.5513502,5.164141,2.853541,1.312447,0.3605559,0.8232974,1.370761,5.224503,5.921521,1.242691,11.72953,22.31474,8.111611,13.14529,6.938831,2.889894,0.626694,6.209402,4.708545,1.772375,0.5180789,1.16467,0,1.4448,0,0,5.919165,139.4232,0.7224,0.547519,1.0836,0,0,4.315437,0,0,0,0
11/11/2021 11:02:00,0,0,0,0,0,1.483441,1.212226,1.411276,1.355926,1.254006,1.456832,0.985938,1.422233,1.064649,1.0583,1.491219,1.788171,1.450055,1.236054,1.517421,1.341332,1.288546,1.201853,1.371777,1.288404,1.218231,1.409336,0.956708,1.252847,1.028008,1.021226,1.42163,1.752924,1.470735,1.208844,1.484324,1.343172,0.203428,0.2443267,0.2649163,0.2947586,0.237206,0.3270034,0.2662694,0.3512959,0.2048555,0.2860372,0.2713727,0.3636338,0.331053,0.3326394,0.2953451,0.2765023,0.4362824,0.3663978,0.4247415,0.4061208,0.3773641,0.4380061,0.296622,0.4194402,0.3199655,0.3180143,0.4469529,0.5391549,0.4404781,0.3724962,0.4573092,0.4063043,0.8668703,0.9947298,0.9726166,0.9513176,0.9716512,0.9660189,0.9713213,0.8831121,0.9669293,0.9656346,0.9532153,0.9833434,1.01444,0.9780953,0.977718,1.00251,0.1997085,0.3511972,0.9896274,0.1726984,0.1918335,0.5232592,0.1039124,0.8181259,0,0,0.2608213,0.2058139,0.1085697,0,0.2940508,1.121306,0.0002259064,0,0.1742553,0.1661377,0.7134423,0.8667873,0.3845514,0.09332267,0.07577515,0.06106564,0.09609178,0.4768506,0.2727055,0,0.105912,0,20.60483,21.12001,20.2451,21.8453,17.34138,22.21052,20.08586,19.65916,20.78749,17.93626,20.70183,20.82533,20.25482,21.74557,20.93175,19.14841,116,0,378,0,194,325,97,561,144,50,42,154,86,0,137,374,261,0,429,0,371,376,27,661,78,19,92,233,186,0,160,406,1.018884,5.365613,11.90795,1.336708,14.1836,23.42631,5.512072,14.40753,5.506735,0.5465908,1.024464,9.024594,3.297507,1.312447,2.495429,2.414546,2.487326,7.0252,15.19093,1.785851,17.3489,28.4581,9.362787,17.83813,7.873873,3.169851,1.583404,10.50511,5.981759,1.772375,3.622965,3.359409,0,1.4448,6.644274,0,9.3912,139.4232,0.7224,0.7224,1.0836,0,0,105.5228,0,0,0,0.342237
11/11/2021 11:22:00,0,0,0,0,0,1.503988,1.029328,1.373097,1.295497,1.213761,1.56719,0.9097248,1.514047,1.228546,1.05062,1.116544,1.618468,1.474399,1.440035,1.456053,1.264669,1.316184,1.041487,1.303634,1.245633,1.152677,1.520742,0.890034,1.349831,1.198412,1.05724,1.096926,1.578629,1.522077,1.419626,1.461307,1.268185,0.2066757,0.2452952,0.2677327,0.2830716,0.2289547,0.3231231,0.253104,0.3704005,0.1894458,0.2788721,0.2618708,0.3605769,0.3298192,0.3278076,0.2934096,0.2983736,0.442975,0.3125079,0.4111917,0.3889935,0.3634977,0.471494,0.2741762,0.4475864,0.3700286,0.3185882,0.3368101,0.4874608,0.4496414,0.4347169,0.4412705,0.3832005,0.874594,1.012284,0.9487736,0.9614485,0.9497442,0.9705483,0.9786524,0.8910146,0.9732766,1.006174,0.9817181,0.9778065,1.032991,0.9865507,1.004552,1.006031,0.3900378,0.3511972,1.076076,0.1726984,0.1918335,0.5232592,0.1039124,0.9545022,0.000509491,0,0.3010244,0.2223174,0.2672498,0,0.4834017,1.122469,0.1225538,0,0.2063292,0.1661377,0.7134423,0.9815987,0.3845514,0.09332267,0.2064092,0.06106564,0.1611634,0.5588502,0.5985016,0,0.1680608,0.01482771,20.60805,21.08645,20.23087,21.79446,16.8137,22.29212,20.08586,19.76511,20.78749,17.93626,20.83476,20.87917,20.38615,21.72457,21.03469,19.40563,504,0,342,0,0,37,114,184,164,56,30,180,200,54,512,179,804,0,335,0,0,85,81,300,160,29,49,229,183,69,634,248,6.936324,5.365613,17.58143,1.336708,15.07564,25.89976,5.534652,21.6398,6.121594,0.5634944,1.520982,14.818,4.44795,1.554942,4.859612,6.083272,9.755066,7.0252,22.34522,1.785851,18.50799,31.5074,9.658604,26.35398,9.030376,3.417508,2.222611,17.0933,7.923289,2.06598,7.260425,8.187942,3.855208,1.4448,20.2272,0,9.3912,139.4232,0.7224,0.7224,1.0836,0,0,196.2448,0,0,0.398223,3.612
11/11/2021 11:42:00,0,0,0,0,0,1.157684,1.063745,1.05848,1.338302,1.135705,1.414951,1.431749,1.358357,1.010053,1.161295,0.9779084,1.230725,1.071673,1.745635,1.259746,1.115829,0.9872528,1.064952,1.028532,1.287738,1.111513,1.37763,1.444867,1.258534,0.9664452,1.176766,1.000653,1.207712,1.078444,1.74793,1.288324,1.133559,0.2020632,0.2411938,0.2530872,0.2753943,0.2156677,0.3219656,0.265625,0.3645302,0.1706352,0.2624566,0.2498256,0.3393928,0.3225638,0.3382505,0.2822808,0.2995456,0.3392601,0.3222034,0.3185415,0.4019093,0.3423088,0.4259988,0.4344327,0.4047135,0.3029705,0.35269,0.2976395,0.371161,0.3249732,0.5287655,0.3833728,0.339072,0.8521475,1.001244,0.973095,0.962113,0.9787619,0.9736801,1.00938,0.9268001,0.957794,1.015429,1.024629,0.9817752,1.010272,1.001739,1.025218,1.017847,0.3914154,0.3511972,1.09981,0.1726984,0.1918335,0.5232592,0.3115012,1.127516,0.001098633,0,0.3010244,0.2223174,0.2710271,0,0.5123575,1.125646,0.1734621,0,0.2063292,0.1661377,0.7134423,0.9815987,0.4560251,0.09332267,0.3250121,0.06106564,0.1611634,0.5609106,0.7124032,0.004159662,0.2502135,0.03509516,20.6331,21.0529,20.20814,21.74362,17.05338,22.32442,20.08586,19.67328,20.78749,17.93626,20.84815,20.75177,20.43707,21.84075,21.14159,19.67599,6,0,28,0,0,0,201,464,12,141,3,0,20,204,20,193,32,0,19,0,0,0,254,546,8,46,3,0,11,354,22,249,9.870236,5.365613,18.37094,1.336708,15.07564,26.00772,6.80514,26.42729,6.655036,0.5873026,2.115353,15.39089,5.06722,3.423658,7.824981,8.289584,13.73737,7.0252,23.7557,1.785851,18.50799,31.64185,11.7581,32.24374,9.977376,3.767958,2.855696,17.76365,8.984653,4.567852,11.29012,11.04511,5.7792,1.4448,20.2272,0,9.3912,139.4232,0.7224,0.7224,1.0836,0,0,196.854,0,0,5.039643,3.612
11/11/2021 12:02:00,0,0,0,0,0,1.022619,1.071545,1.060911,1.163578,1.09344,1.243739,1.35044,1.262214,1.048496,1.440662,1.445482,1.172934,1.085013,1.591962,1.136465,1.170221,0.8782697,1.083122,1.075459,1.14309,1.093971,1.258571,1.356294,1.181529,0.9746227,1.39619,1.440163,1.169078,1.093559,1.570519,1.150475,1.1536,0.1319577,0.1739805,0.1681466,0.1820192,0.131505,0.2403908,0.201422,0.2830327,0.1218866,0.1801521,0.1768368,0.2517903,0.2290013,0.2658444,0.183778,0.2448981,0.3000906,0.3252534,0.3222305,0.3509951,0.3311507,0.3776134,0.4093287,0.3768694,0.3126032,0.4333101,0.4373679,0.354932,0.3291306,0.480655,0.3450741,0.3532634,0.8587885,1.010474,1.013375,0.982199,1.000082,1.012123,1.004183,0.9369219,0.9339828,0.9701337,0.9961672,0.9972568,1.008817,0.9866661,1.012612,0.9870764,0.3914154,0.4022584,1.09981,0.1726984,0.1918335,0.5232592,0.7181621,1.127516,0.001098633,0.1564014,0.4755619,0.2223174,0.2710271,0,0.5123575,1.125646,0.1734621,0,0.2063292,0.1661377,0.7134423,0.9815987,0.7144138,0.09332267,0.3250121,0.06106564,0.1611634,0.5609106,0.7124032,0.06160673,0.2502135,0.03509516,20.66223,21.04718,20.18541,21.70899,17.29307,22.26506,20.08586,19.74132,20.78749,17.98921,20.88348,20.70426,20.4734,22.02012,21.06822,19.69487,8,4,26,6,0,0,308,0,11,324,115,0,14,154,0,490,22,45,11,8,0,0,416,0,17,356,277,0,13,225,0,475,9.878987,5.39853,18.37094,1.351482,15.07564,26.00772,11.13718,28.77215,6.655036,1.871495,2.576089,15.39089,5.071762,7.254488,7.826417,13.77614,13.83411,7.07731,23.88323,1.802355,18.50799,31.64185,17.15813,35.13682,10.02479,5.909818,3.551873,17.76365,9.087468,9.377744,11.29262,17.8148,5.7792,1.4448,20.2272,0,9.3912,139.4232,0.89698,0.7224,1.0836,0,0,196.854,0,1.234702,5.0568,4.612223
11/11/2021 12:22:00,0,0,0,0,0,1.064173,1.468025,1.204345,1.541595,1.146658,1.462392,1.162868,1.196806,1.095653,1.500114,1.426527,1.125674,1.100496,1.320404,1.161016,0.9910032,0.9483761,1.503246,1.270649,1.537909,1.198857,1.487264,1.170299,1.124799,1.067435,1.503353,1.437567,1.149337,1.107856,1.311673,1.180587,0.9985415,0.1125324,0.1582165,0.1404535,0.16173,0.1139996,0.210419,0.1824501,0.2463235,0.1024833,0.1526927,0.1576286,0.2155222,0.1899621,0.2219639,0.148887,0.2028036,0.3145685,0.4468845,0.3690996,0.4665813,0.3506949,0.444492,0.3526327,0.3576384,0.3299132,0.4544795,0.4327136,0.342447,0.3337405,0.3992653,0.3528776,0.3005958,0.8906373,1.02403,1.054698,0.9969388,1.046031,1.018226,1.007129,0.9401388,0.9735915,1.001052,1.007684,1.021232,1.007398,0.9938716,1.016929,1.009328,0.3914154,1.040402,1.09981,0.187411,0.1918335,0.5232592,0.9177495,1.127516,0.001098633,0.3805023,0.5945677,0.2223174,0.2823708,0,0.5123575,1.125646,0.1734621,0,0.2063292,0.194318,0.7134423,0.9855488,0.9025328,0.09332267,0.3262945,0.06106564,0.1611634,0.5609106,0.7124032,0.07269276,0.2502135,0.03509516,20.69136,20.92404,20.16312,21.99457,17.53276,22.32527,20.08586,19.75224,20.78749,18.69301,20.93125,20.65675,20.50974,22.02122,20.9947,19.61115,27,272,129,108,0,175,349,0,177,226,318,0,21,0,0,0,64,383,103,160,0,114,269,0,129,184,416,0,55,0,0,0,9.880843,7.002814,18.58314,2.166158,15.07564,26.26017,15.14577,28.77215,7.395981,5.883893,6.251064,15.39089,5.105189,8.181934,7.826417,16.18972,14.02675,9.357746,24.48771,2.7985,18.50799,32.077,22.58026,35.13682,11.22214,10.80142,8.761648,17.76365,9.210977,10.46379,11.29262,20.67814,5.7792,1.722623,20.2272,0,9.3912,139.4232,1.532993,0.7224,1.0836,0,6.561198,196.854,0,1.806,5.0568,6.5016
11/11/2021 12:42:00,0,0,0,0,0,1.04377,1.44022,1.078653,1.581263,1.024262,1.41749,1.009887,1.143852,0.9314491,1.286529,1.087228,1.098634,1.502514,1.280123,1.235588,0.9915934,0.91829,1.471324,1.122979,1.568465,1.074588,1.44141,1.022018,1.074055,0.8978055,1.277108,1.100596,1.132733,1.529039,1.30481,1.265102,1.028768,0.09376252,0.1457851,0.1203232,0.1529026,0.08808936,0.1941466,0.1499576,0.2093331,0.07524636,0.1439242,0.1394087,0.1898668,0.1701913,0.1939654,0.1233497,0.1748041,0.3077475,0.4381914,0.3295792,0.4779888,0.3135068,0.4308316,0.306619,0.3417496,0.2798288,0.3889616,0.3301214,0.3349511,0.4567516,0.3892852,0.3761193,0.3027412,0.8803795,1.02112,1.04165,0.9922763,1.050177,1.017549,1.01151,0.9396242,0.9633667,0.9962413,1.014484,1.031123,1.017838,1.019191,1.025424,1.038323,0.3914154,1.284289,1.09981,0.319501,0.1918335,0.5232592,0.9177852,1.127516,0.001098633,0.4307826,0.5945677,0.2223174,0.5339951,0,0.5390456,1.125646,0.1734621,0.03066559,0.2063292,0.3734529,0.7134423,1.056245,0.9151012,0.09332267,0.3270874,0.06106564,0.1611634,0.5609106,0.7299032,0.07269276,0.2502135,0.03509516,20.7205,20.81425,20.14924,21.69494,17.77245,22.4305,20.08586,19.76315,20.78749,18.73116,20.81295,20.60924,20.55881,21.97355,20.96148,19.55731,6,352,65,350,0,116,54,0,30,84,0,0,258,0,12,0,8,400,41,534,0,237,31,0,18,54,0,0,259,0,134,0,9.880843,10.21469,19.32749,5.09895,15.07564,29.0565,15.71644,28.77215,7.94022,6.361553,7.45009,15.39089,5.98922,8.181934,7.891968,16.18972,14.14359,13.95483,25.54905,6.74514,18.50799,35.68625,24.06248,35.13682,12.19454,12.13974,10.43355,17.76365,10.77566,10.46379,11.44616,20.67814,5.7792,5.627496,20.2272,1.913457,9.3912,139.4232,1.806,0.7224,1.0836,0,7.9464,196.854,0,1.806,5.0568,6.5016
